major_heading,minor_heading,text,speaker,person_id,date,current_party,matched
Employment Agencies and Trade Unions,,"I thank the hon. Member for his point. I promise him that the Labour party will always support Welsh devolution and support the Wales Government in what they have been trying to achieve. Actually, as we have seen with the industrial action on the railway, we have avoided that in Wales, where we have a Welsh Labour Government, because Labour Members respect devolution. This Government want to break up the Union with their petty squabbles, sleaze and scandal. Let me move on to the second motion. I congratulate the Minister’s new team on finding one of the lesser-known industrial regulations. It is funny that the Government are proposing to increase fourfold the damages that could be claimed under a measure that has not even been used. The Conservative party is wasting precious parliamentary time in a week when piles of legislation have had to be postponed due to there being no Minister to deal with them. This is an empty gesture or a threat. Whether the Minister and her party like it or not, everybody has the right to join a trade union in this country and to take strike action. This measure is either pointless or yet another attempt to undermine that right by the back door.",Angela Rayner,uk.org.publicwhip/person/25429,2022-07-11,Labour,True
Employment Agencies and Trade Unions,,Does the right hon. Lady agree that it is not open for trade unionists to entertain illegal strike action in this country?,Jerome Mayhew,uk.org.publicwhip/person/25904,2022-07-11,Conservative,True
Employment Agencies and Trade Unions,,"We have some of the strictest trade union legislation in Europe. Members have to go through strict balloting. This is the myth that Government Members do not get about trade unionists and industrial action: it is a last resort and it is often when all else has failed. It would be good if the Government got round the table and tried to deal with the disputes rather than stoke them up. Let us take a step back to examine what this is really about: the Government are set on breaking the strikes that they are causing themselves. We saw it with the RMT strikes last month, when the Government did everything they could to avoid the negotiating table and find the resolution to bring the strikes to an end. Instead, this is a flagrant attempt to do something by a zombie Government that are out of answers, out of options and out of time. They are about a race to the bottom on standards. They are about further eroding British workers’ rights. They are about dividing the country they claim to lead. Undermining strike action will make it harder to find a resolution, resulting in more and longer strikes to the detriment of the public, businesses and workers. This will also empower bad bosses and we will see more cases like P&O Ferries. We have not just determined that this is bad policy. It is also clear that it is deliberately harmful to workers and their employers, and it is an absolute fault of this Government. I should not be surprised by it. The Conservative party may be trying to get rid of their leader and may want to try and press the refresh button and get a better image, but this Government and that party have shown us time and time again who they are.  This is a Government that have no answers to the cost of living crisis. This is a Government that have no answers to backlog Britain and the chaos that it is causing for ordinary working families. This is a Government that have no answers to the spiralling inflation that is on our backs. And this is a Government that have not only failed to prevent the chaos, but have indeed caused the chaos. The party opposite is in disarray and this is no longer good enough. It is the Labour party that is pro-worker and pro-business, and I urge the whole House to be the same.",Angela Rayner,uk.org.publicwhip/person/25429,2022-07-11,Labour,True
Employment Agencies and Trade Unions,,"I rise to support both statutory instruments, but I will speak in support of only one: the liability of trade unions in proceedings in tort and the increase in the limit on damages. To set the context, we need to look at the rights and obligations under the law of tort—the common-law duty under tort—so that we can understand the rationale behind the measures. As many Members will know, for a liability under tort to become established, we first have to have a duty of care for one organisation or individual to another. There needs to be a breach of that duty and then evidence to demonstrate that the breach was causative of identified damages. That is a standard part of the law of tort and of our common law. It is worth making the point that it applies to all of us in all our relations with one another; it is not unique to the unions. The starting point is that every organisation is responsible in damages for a tortious breach of its duty of care. I turn to the specific problem with trade unions and trade union-inspired strikes. Although the withdrawal of labour is a fundamental right, as  the right hon. Member for Ashton-under-Lyne (Angela Rayner)  made clear, it can lead to a huge number of breaches of tortious duty if a strike is illegal, because public sector work has an impact on so many other organisations. In previous legislation, the Government created an exemption for unions on legal strikes—the official protected industrial action clauses—but illegal strike action is not protected under the law, so the risk remains that trade unions are open to crippling damages being awarded against them. Why should they not be? If through their illegal actions they have caused identified losses to other individuals, why should they not be responsible for them?",Jerome Mayhew,uk.org.publicwhip/person/25904,2022-07-11,Conservative,True
Employment Agencies and Trade Unions,,"Could the hon. Member identify the last time that there was an illegal strike, please?",Paula Barker,uk.org.publicwhip/person/25819,2022-07-11,Labour,True
Employment Agencies and Trade Unions,,"Does the hon. Member understand that as the normal remedy is an injunction, what he proposes might, ironically, make injunctions against strikes more difficult for employers to obtain? One of the conditions for the grant of an interlocutory emergency injunction is that it must be shown that damages, if awarded at full trial, would not be an adequate remedy, so raising the level of that remedy makes it less likely that an employer could get an injunction. The hon. Member’s argument has therefore undermined itself.",Barry Gardiner,uk.org.publicwhip/person/10220,2022-07-11,Labour,True
Employment Agencies and Trade Unions,,"I am grateful for that intervention, but I fundamentally disagree. As the hon. Member will know, when someone makes an interlocutory application for an injunction, they often have to give an undertaking in damages. The cap, which I have not yet come on to, will not be raised to a new level; the order merely restores what was put in place, which was the will of Parliament when the legislation was enacted back in 1982. There is a very strong argument that an organisation that causes loss to another through its breach of a duty of care should be responsible for 100% of damages, but the Government have not taken that view. They have capped the liability in damages for trade unions, even when strikes are illegal. They have tried to balance the disincentive from strike action, for which I make no apology, with protection for trade unions from the full consequences of their actions, even though they might be illegal. The reason is that the Government are in favour of trade unions and do not want crippling damages being awarded against them. There is a balance of rights and obligations, which in my view is absolutely reasonable. The cap was set by Parliament under the Employment Act 1982 at between £10,000 and £250,000, based on the size of the union and its ability to pay. It seems quite wrong, in 38 intervening years, for the caps not to have been increased by the rate of inflation or by any other amount. The rights of unions and the rights of damaged businesses and individuals have now, in my submission, become unbalanced. The legislation is no longer acting as proposed, and I think the Government are quite right to take action to rebalance it, as it originally required. I have looked up, on the Office for National Statistics website, the retail prices index figures for inflation between January 1982 and May 2022. The multiplier, to be entirely accurate, is 4.31963. The Government’s proposals, which use a multiplier of four, are actually less than the inflationary increase. It is entirely right that the order restores the original intention of Parliament. The legal right to strike is wholly protected, and it is disingenuous for Opposition Members to suggest that the right to strike is being in any way affected. The order merely restores the balance of rights between the damages available to the victims—and they are victims—of tortious losses caused by illegal strike action and the protection of trade unions from crippling losses. That is right: it is an incentive to avoid illegal strikes, which I think is a good thing. This is good government. I support the order; I only suggest that from now on, the limits should rise automatically with inflation to avoid having a repeat of this debate in 2060.",Jerome Mayhew,uk.org.publicwhip/person/25904,2022-07-11,Conservative,True
Employment Agencies and Trade Unions,,"There is no such thing as a union baron. The hon. Gentleman is one of the hon. Members who withdrew their labour to sit on the cobblestones, but given his rhetoric tonight, it seems that he wishes to stop others doing so. Another problem is the likely breach of international law. The use of agency workers to replace striking workers would violate trade unions members’ right to strike, which is safeguarded by International Labour Organisation convention No. 87, article 3; by the European social charter of 1961, article 6, paragraph 4; and by article 11 of the European convention on human rights. Indeed, the ILO committee on freedom of association has said: “The hiring of workers to break a strike in a sector which cannot be regarded as an essential sector in the strict sense of the term…constitutes a serious violation of freedom of association.” On  16 June , the Institute of Employment Rights published an article by the great Professor Keith Ewing, professor of public law at King’s College London. He discusses the convention and refers to the Government’s own agreement—the EU-UK trade and co-operation agreement, which is given effect in UK law via the European Union (Future Relationship) Act 2020. He suggests that the regulations’ revocation of regulation 7 of the Conduct of Employment Agencies and Employment Businesses Regulations 2003 may be unlawful: “It is at least arguable that these pre-existing powers are constrained by the 2020 Act, s 29 so that they cannot be used in a way that will violate the TCA and the obligations thereunder.  If this argument is correct, the government is constrained by its own hand from legislating to revoke regulation 7 by secondary legislation.” There will be a negative impact on agency workers. Allowing their deployment would put them in a horrible position. They would have to choose between crossing a picket line and turning down an assignment, with the prospect of being denied future work by the agency. Many agency workers, such as supply teachers and bank nurses, will be trade union members themselves. Under the UK’s weak employment laws, agency workers are not protected from suffering a detriment if they refuse an assignment because they do not wish to replace striking workers. There will also be a negative impact on the agencies themselves. The removal of the ban on the supply of agency workers would mean that employment businesses were forced to become involved in industrial disputes not of their making. That is why agencies themselves oppose the proposals, as others have said. In a joint statement with the TUC, the Recruitment and Employment Confederation urged the Government to leave the current ban in place as a key element of a sustainable national employment relations framework. Part of the reason for that is the realisation by employers and trade unions that disputes come to an end, and there must then be a discussion about how to move forward from that dispute and how to rebuild industrial relations. Neil Carberry, the chief executive of the REC, said: “The government’s proposal will not work. Agency staff have a choice of roles and are highly unlikely to choose to cross picket lines.” There is a safety issue. The health and safety of agency workers and the potential impact on public safety is of serious concern to trade unions. Studies suggest that temporary agency workers are exposed to more hazards than others, and have higher rates of workplace injuries and ill health. A simple search of the Health and Safety Executive’s prosecutions over the last five years shows a litany of employer failures: a lack of training of agency workers, a lack of access to protective equipment, and a lack of supervision and monitoring of agency workers to ensure that they understand and are following risk assessments and safe systems of work. Sadly, those failures have resulted in fatal or life-changing injuries among agency workers. We also know from agency workers that their health and safety is often overlooked. When the work involves delivering a public service, that can present risks to the service user or endanger wider public safety. The Health and Safety Executive and other safety bodies broadly agree that the components of a positive safety culture and successful health and safety management, leading to fewer incidents, include good communication, competence, training and induction, good team working, ability to raise concerns with no detriment, and good worker involvement. The hiring of agency workers to try to disrupt industrial action would not achieve that. There are also concerns about public safety. Under section 3 of the Health and Safety at Work etc. Act 1974, employers taking on agency workers are responsible for their safety and the safety of the public. The agency placing the worker also has responsibility, and we suggest that failures in safety occur owing to the lack of communication and consultation between the two duty holders, with the safety of the agency worker falling through the gaps. That is borne out by reports from the Health and Safety Executive, which found that about  half the recruitment agencies surveyed did not have measures in place to ensure that they were fulfilling their legal obligations. This proposal is not practical. As was pointed out by Members earlier, there are currently 1.3 million vacancies in the UK , which is a record high. Data shows that the number of candidates available to fill roles has been falling at a record pace for months. In this tight labour market, agency workers are in high demand and can pick and choose the jobs that they take. Are they seriously going to take a job in which they have to cross a picket line in order to get a shift, rather than picking a different one? [Interruption.] Perhaps  the hon. Member for Stoke-on-Trent North (Jonathan Gullis)  would, but I have to say that he is a unique case.",Chris Stephens,uk.org.publicwhip/person/25306,2022-07-11,Scottish National Party,True
Employment Agencies and Trade Unions,,"Does the hon. Gentleman agree that many Conservative Members would prefer to turn the clock back to the days of the bond and indentured labour? My grandfather’s father was paid a modest sum as a bond to be an indentured labourer in the mines. It was illegal to go on strike, and if workers did go on strike for better terms and conditions, they were evicted from their homes. It is a disgrace that Conservative Members are trying to turn the clock back to those days.",Grahame Morris,uk.org.publicwhip/person/24715,2022-07-11,Labour,True
Employment Agencies and Trade Unions,,"Well, it was about what implements could be used to discipline a worker. The hon. Gentleman may want to reflect on that, because the Whips might have done something to him last week when he was taking his industrial action. What  the hon. Member for Easington (Grahame Morris)  said was correct. I do not think the Conservatives understand what happens in the workplace. That is the issue here. They think that agencies will replace the striking workers, but that is just not going to happen. An agency worker who can choose between crossing a picket line to get a shift and not crossing the picket line and getting a shift somewhere else will choose the latter option.",Chris Stephens,uk.org.publicwhip/person/25306,2022-07-11,Scottish National Party,True
Employment Agencies and Trade Unions,,"That is absolutely true. There is a suggestion that the rail industry could bust the current rail dispute by hiring agency workers. Where are the unemployed signalmen who are sitting at home saying, “I cannot wait for the railway workers to go on strike so I can get a shift”? Those people do not exist. This is completely wrongheaded, and utterly impractical. In the gig economy, so-called key workers fighting for better employment terms and pay seem to be expendable  under a Tory Government who do not care. Where is the employment Bill that the Government have been promising us since 2015? There is another point that I forgot to make at the beginning of my speech. Last week, after his resignation, the Prime Minister made a commitment not to introduce legislation that was not in the Government’s manifesto, and not to introduce controversial legislation. Well, by any measure, this is controversial legislation, and, crucially, it was not in the Conservative party manifesto, and therefore it should not be introduced. I have a couple of questions for the Minister. What assessment has the Secretary of State made of the compatibility of the Conduct of Employment Agencies and Employment Businesses (Amendment) Regulations 2022—which we are discussing today—with the Human Rights Act, the trade and co-operation agreement with the European Union, and the UK’s commitment to the International Labour Organisation’s fundamental conventions, including convention 87, article 3? We have heard about the impact assessment, but what consultation have the Government had with the rail industry employers, rail industry unions and rail industry regulators, including the Rail Safety and Standards Board, about the risk assessment of the use of agency workers in safety-critical parts of the rail industry? What consultations have the Government had with devolved Administrations, local authorities, health boards and other public services? I am guessing that they have not had such consultations, because if they had, they would have been told that these proposals were not workable. And what consultation have the Government had with the employment agencies themselves? We have already heard that the agencies do not support this legislation. We in the SNP will certainly be opposing this statutory instrument and supporting the Labour prayer. My friend on the Labour Front Bench, the right hon. Member for Ashton-under-Lyne, is a good Unison comrade and I have known her for 15 years. I know that the trade union is proud of her working here, as well as of other hon. Members. It is madness to say that no impact assessment has been produced for this SI because no significant impact on the private, voluntary or public sectors is foreseen. Fining trade unions for pursuing strike action that is deemed unlawful is a deliberate Tory attack to undermine the ability of trade union members and working people to pursue their aims. Instead, the Transport Minister should be negotiating with the trade unions—sitting down with them and seeing if he can help to resolve this dispute. It is quite incredible how this Government do not understand working people or how modern trade-unionised workplaces operate. This statutory instrument that they are proposing should therefore be placed in the bin.",Chris Stephens,uk.org.publicwhip/person/25306,2022-07-11,Scottish National Party,True
Employment Agencies and Trade Unions,,"I draw the House’s attention to my entry in the Register of Members’ Financial Interests. I am a proud member of the Unison and Unite trade unions. Many Opposition Members will make well-reasoned and well-articulated arguments as to why the Government’s intention to break strikes with agency workers and to bankrupt trade unions violates international law and threatens safety-critical infrastructure in key sectors during periods of industrial unrest—not to mention its economic illiteracy. Those arguments will undoubtedly fall on the deaf ears of a governing party looking into its own spiral of moral depravity. For all their so-called love of liberal democracy, the Conservatives are now effectively seeking to remove the fundamental right of workers to withdraw their labour. As we enter this leadership election and the insufferable spectacle of hopefuls distancing themselves from the low-wage, high-tax, low-growth economy they have created with unrealistic, unfunded promises, I have no doubt that looking tough on trade unions will feature as part of the show for the Tory party faithful. They say we live in the 1970s, but it is they who live in their own warped reality of more than 40 years ago. I remind the Conservatives that they are the ones who changed the rules with the Trade Union Act 2016, which brought in ballot thresholds set at what they thought were unrealistically high levels. Guess what? Trade unions are meeting them, so can we drop the phoney rhetoric that the likes of Mick Lynch and other trade union bosses are taking members on strike? It is the members of the RMT and other trade unions who take these decisions. They do not stand behind their trade union leaders; their leaders stand shoulder to shoulder with them. Other unions will undoubtedly follow as working people attempt to claw back a fairer slice of the pie, rather than the crumbs they are being offered—like the Communication Workers Union workers in Crown post offices who are taking their third day of industrial action today. I support every worker taking a stand for their livelihood, their family, their dignity in the workplace and the prosperity of their communities. This Government fear that the action taken by the RMT and the CWU will encourage other working people to do the same. All this comes at a time when the Government’s boss mates are dipping the till by suppressing wages, paying out millions in dividends and giving themselves bonuses while millions of people cannot afford to eat, to heat their home or to put petrol in their car. After so many decades of believing their own dogma, the Conservatives are running out of things to privatise, with Channel 4 and the Passport Office in their sights. Similarly with the trade unions, they have pushed the needle so far that the obvious next step is to break strikes using agency labour and to break international law—on which they have form. What next? Ban trade unions altogether, or simply legislate them out of existence? How far the Conservative party has descended into the throes of authoritarianism. We must oppose this with everything we have.",Paula Barker,uk.org.publicwhip/person/25819,2022-07-11,Labour,True
Employment Agencies and Trade Unions,,"The behaviour and the pay demands of the public sector at this time are unjust. Plenty of my constituents who work in the private sector will receive nowhere near those pay demands, and to threaten strike action to achieve them is an insult to my constituents whose livelihoods will be disrupted and whose taxes will probably have to be increased to pay for them. However, the saying goes, “Act in haste, repent at leisure.” This agency worker measure was not in our manifesto, and it seems to have been done very quickly in reaction to what is going on in the public sector. Do not get me wrong; I think that action is wrong, but public sector employees represent a small proportion of employees in this country and the private sector has quite a few unscrupulous employers. If people lose their ability to have an effect when they withdraw their labour, I am afraid they will effectively lose the ability to withdraw their labour. We cannot change the rules to require the service levels that the public demand while ignoring the considerably larger impact on private sector workers. Private sector employers might turn around and say, “I am sorry, but costs have gone up so high that I am cutting your wages back to minimum wage.” Their workers might withdraw their labour, to which the employer might say, “Fine, I will bring in agency workers.” That takes away all the rights of working people to make such decisions. Over history, and certainly many decades back, there have been plenty of examples of people working in terrible conditions, and being able to be part of a collective and to withdraw labour got those conditions improved. We are all gobby in this place—that is how we got here. We all feel it within us, and we all stand up and say something. Most people are not like that at all; they want someone to stand up and do it for them, and we then have negotiations and go to those levels. I take issue with  the right hon. Member for Ashton-under-Lyne (Angela Rayner) , but I fully expected her speech to go down as it did. In many ways, we have invited it, but I do not believe the cost of living crisis is created by this Government; many issues in the world are creating a cost of living crisis. It is inflationary to try to chase those pressures, and this will have to be fair for the private sector. However, for the first time in my parliamentary career, I shall be voting against the Government tonight on the measure to bring in agency workers.",Alec Shelbrooke,uk.org.publicwhip/person/24893,2022-07-11,Conservative,True
Employment Agencies and Trade Unions,,"I, too, would like to draw Members’ attention to my entry in the Register of Members’ Financial Interests. I want to acknowledge the excellent contribution of  the right hon. Member for Elmet and Rothwell (Alec Shelbrooke)  and congratulate him on the conclusion he has arrived at. I am a proud trade unionist. I have worked ever since I left school, for 43 years, and I have always been a member of the appropriate trade union. I am involved with numerous parliamentary groups and trade union groups related to the justice unions, the Public and Commercial Services Union, the National Union of Journalists and the RMT. [Hon. Members: “Hear, hear.”] Thank you. I am also a member of Unite and have the honour of chairing its parliamentary group. I suspect we are here because the Government have engineered strikes in the rail industry that could have been avoided. Sadly, the country was brought to a standstill, which was completely avoidable.  The right hon. Member for Welwyn Hatfield (Grant Shapps) , who wants to be Prime Minister, is the culprit; he is the roadblock to successful negotiations between rail operators and the trade unions. My advice is: lift the restrictions  on the rail operators, let them negotiate fairly and freely, and a settlement can be secured. I suspect the Government wanted strikes, however. First it was to distract from some of the shenanigans in Downing Street, and now they want to pitch worker against worker to cover for some of the economic failures of another prospective Prime Minister,  the right hon. Member for Richmond (Yorks)  (Rishi Sunak). The Government want to break strikes and force working people who are organised in trade unions to accept job losses, worse pay, worse pensions, and worse terms and conditions. Enough is enough. People who work for a living refuse to be poor. It is not too long ago that Conservative Members were applauding public sector workers for their selfless contribution. Many in the transport sector and the national health service gave their lives to provide services and protect us during the pandemic, but memories seem to be short. So we will be organising, and I am firmly of the belief that we should not accept real-terms cuts in wages, whether in the private sector or the public sector. Make no mistake: these statutory instruments come off the back of the recent RMT rail strikes, and the Government aim to sow political division. My colleagues on the Front Bench mentioned that employers and industry figures, including the Recruitment and Employment Confederation, oppose these changes. Let me just say for the record that the trade union co-ordinating group, a coalition of 11 national unions, not all of which are affiliated to the Labour party, has published a statement calling these proposals “a shameless ideological assault on the millions of trade union members…in this country who are already suffering from the cost-of-living crisis.” The Government’s plan is unworkable, but these SIs have not been designed to be workable. They have been designed to undermine strikes, irrespective of the damage they will do to working people, to their living standards, and to the economy and businesses in the meantime. The Government want untrained agency staff to take over safety-critical infrastructure as a means of breaking strikes. The public must be warned that if the Government cut corners to break strikes, safety standards will be compromised. The Minister said in her opening remarks—although she would not take my intervention—that this would not affect the safety of the public, but not too many months ago we saw P&O Ferries replace over 900 seafarers with agency crew, leading to the most appalling safety failures. Inexperienced seafarers who replaced experienced crews were involved in 31 separate incidents, including safety-critical failures such as not being able to operate lifeboats safely. In fact, one ferry was left adrift in the Irish sea after engine failure—",Grahame Morris,uk.org.publicwhip/person/24715,2022-07-11,Labour,True
Employment Agencies and Trade Unions,,"It is always a pleasure to follow many of the Members in this House, and  the hon. Member for Easington (Grahame Morris)  knows I have great regard for him. I am glad that he  discussed issues of the here and now—the P&O issue united the House in opposition to the behaviour of that employer, and it certainly meant a lot for the community of my hon. Friend the Member for Dover (Mrs Elphicke)  —but I was somewhat entertained when he started to go on about indentured labour. I thought we had gone back not to the 1970s, which is part of this debate, but to the 19th century. I found that quite entertaining. There are two usual ways of getting new staff into businesses, and we are discussing whether they can cross a strike action. Currently, a normal employment business is the one that cannot provide. The other type of employment business—the employment agency model—can. I do not think that I would much know the difference, if I went inside an employment business or an employment agency. At the end of the day, it is the staff that the business wants. Much has been said about whether this change is being made on the back of the recent strikes. Well, perhaps it is. I have had so many emails from people who could not get to work on that day. We in this House had great inconvenience, which I am afraid was not assisted by possibly the worst London Mayor we have ever seen. I have local residents who have suffered fines because they rarely drive in London; they had to face the ultra low emission zone charge, box junctions everywhere that they could not get out of because of the chaos on the roads, and the local traffic networks that had closed much of London in the first place. We are into fairness. Is that fair on people who are trying to get to work and who usually rely on trains—trains that have had £16 billion of taxpayers’ money over this period, and not one job lost? Is it fair on everybody who is just trying to do the right thing: to run their own business, get to a hospital appointment, get to the doctor, or get to their exams? I have every regard for the trade unions, but they have intentionally used the cost of living crisis—I do not blame them; best of luck to them—to get more than most people would ever be able to get. Let us not go back to the 1970s wage-price spiral. The hon. Member for Easington said that people’s wages will go backwards. Well, they will go backwards every year if we end up with a wage-price spiral.",Craig Mackinlay,uk.org.publicwhip/person/25437,2022-07-11,Conservative,True
Employment Agencies and Trade Unions,,"I thought about such issues when I was drafting my speech. There would be absolute outrage from the public if we were to get such pay rises. I do not particularly want such a pay rise; I assure hon. Members of that. We must guard against a wage-price spiral. I support these regulations, because it is not unreasonable for people to be able to get to work. The other industry that was going down this route was British Airways. BA workers have come to a settlement, which is very good. If BA had effectively closed down over this holiday period, what would that have meant for the employment of London? What would have  happened to the tourists who spend a lot of money in London and other tourist areas around the country, including in my own coastal town? What would that strike at BA have done? I am glad that the dispute has been settled, but it seems to me that unions are picking off certain industries in order to cause the maximum upset, with little regard for normal people trying to go about their normal business. I have every respect for what unions are trying to achieve. That is what they are for, and they have done marvellous work in the past. At this time, however, we need to pull together as a nation—I really wish that we could pull together as a nation. I have heard from those on the Labour Front Bench. I have heard from my friend,  the hon. Member for Glasgow South West (Chris Stephens) , who raised the spectre of danger. He knows very well that these industries are so regulated and that the staff are so qualified that the reality of agency workers being able to carry out this work is pretty low, so he is raising a spectre of something that does not really exist. I am supportive of these measures. I hope that they do not need to be used. I hope that we can get common sense, get people back to work and get some of these disputes settled.",Craig Mackinlay,uk.org.publicwhip/person/25437,2022-07-11,Conservative,True
Employment Agencies and Trade Unions,,"These two small pieces of legislation could have the most serious impact of any we will be considering in this Session. BA has been mentioned. That is in my constituency. Let me explain what happened. When we went into the covid crisis, the airport was shut down. Many workers were asked to remain in post to bring in essential supplies and, as we repatriated people back into this country, two of our immigration officers caught covid and died. Others continued to go into work. When hon. Members went out to applaud key workers on the doorsteps, we went out to applaud our workers at the airport who were putting their lives at risk. We negotiated a deal. The union accepted that there would have to be some jobs reduced in the short term and wages reduced to ensure that the company survived. That was the negotiation. The assurance given was that, as we became fully operational again, wages would be reinstated. When we became nearly fully operational—at 80%—the company reneged on that commitment for a group of workers. Members can imagine how angry those workers were. They were not asking for a pay rise; they were asking for the 10% cut to be reinstated. That was all. We did the normal thing that we do at the airport: we went into negotiations and we settled the dispute, but there was a threat of industrial action. If that had happened, my whole community would have supported it. If there had been any hint of bringing in agency workers, not only would that dispute not have been settled, it would have been bitter and long-winded. Members should not think that other workers in the airport, not implicated in that dispute, would have stood on their own. They would not have taken illegal action; it is easy for workers to find a grievance at the airport if they want to. They would have gone through the legal procedures and that airport would have been shut down. Do not tell me that agency staff can fill in  for air traffic controllers, firefighters, baggage handlers who have security clearance—it takes months to get that security clearance—immigration officers and others. This is a serious piece of legislation going through tonight, and it will exacerbate industrial relations across the whole of the country. I say to hon. Members from all parts of the House to be careful what they wish for, and to be careful what they legislate for. I am fearful about what this legislation could do. It is not just the public sector that is affected, but the private sector at Heathrow and elsewhere. Interestingly, with regard to the fines imposed, not a single example could be quoted of where the existing system was not working. In addition, unions are meticulous in the way they go forward on these matters, but where they are not, the injunction route for the employer has worked effectively. At the airport, we had one problem in the cabin crew dispute where the union was unsure who it was balloting, because halfway through some of the staff had been made redundant. An injunction came in, the union started again, the process was legitimised and the dispute took place, and we resolved the dispute through negotiation. These measures will cause animosity and division, but if that is what this Government are all about, I say, “I think you’ve misjudged the public mood when it comes to support for trade unions in this country at the moment.”",John Martin McDonnell,uk.org.publicwhip/person/10383,2022-07-11,Labour,True
Employment Agencies and Trade Unions,,"The hon. Member for Glasgow South West (Chris Stephens)  talked about my alleged withdrawal of labour last week. The only withdrawal of labour that the people of Stoke-on-Trent North, Kidsgrove and Talke are seeing is 70 years of failed Labour Governments, failed Labour MPs and a failed Labour-run council. By not investing in high streets, investing in heritage, building the new homes we need or creating the new jobs, the Labour party once again shows it is out of touch and is forgetting the people of Stoke-on-Trent North, Kidsgrove and Talke. I am fully supportive of the specific SI on trade unions. I welcome the Minister to her place and congratulate her on an excellent opening speech. I spent eight and a half years teaching in state secondary schools in inner London and inner Birmingham. I was also a trade union shop steward for the NASUWT in that time, and there was many a time when we came close to potentially having to ballot on strike action, but only as a last resort, after negotiations had failed, freedom of information requests had not been granted and there was a breakdown of morale in the school. It is the absolute last resort. What we have seen from the RMT is a politicisation from the communists and Putin apologists who want to use this opportunity to bring this country to a halt and make sure, very clearly, that tourism to the great city of Stoke-on-Trent is destroyed, that people cannot get to work and earn a salary, and that those uni students who travel in by train to Staffordshire University cannot sit their summer exams. Then we have the “not education union”. Hansard always corrects me when I say the “not education union”, but that is its name. I do not want to hear its official name, when it is obsessed with bringing these silly 120-point plans for when schools can reopen during  covid—one of which was somehow about reforming the welfare state, which had nothing to do with education—and when it has the audacity to tell kids that it will potentially have teachers out on strike at the start of the new term, further damaging the education of children who have been affected by covid. The Labour party is silent about that. Labour does not have it in it to stand up to those trade union barons on their six-figure salaries, in most cases earning more than the Prime Minister of this country, because it simply wants to make sure those donations keep coming in to its party coffers and its constituencies as well. This Government are trying to take action to ensure that if the service level is being lowered and agency workers want the opportunity, or wish to choose—it is a choice—to cross the picket line, they should have that right. It is deeply Conservative to allow people to choose. I know that the Labour party, or the socialists opposite, are obsessed with us having one set standard for all, but that is not what the people of Stoke-on-Trent North, Kidsgrove and Talke want. The people of Stoke-on-Trent North, Kidsgrove and Talke want to see a party that is on their side, helping to get their schools open and ensuring that hospitals are running and public sector workers are working. They want to see the very best, world-class services. It is under this Government that they have already seen £56 million from the levelling-up fund, £31 billion from building back better, 500 brand new Home Office jobs, £29 million from the transforming cities fund and £17.6 million in the Kidsgrove town deal, which means that Kidsgrove sports centre, which Labour closed—they did not want to save it for £1 back in 2017—will be refurbished and reopened. That is the record of this Government. That is why this Government want to make sure that areas such as Stoke-on-Trent North, Kidsgrove and Talke have people on their side. I welcome the Minister for all her fantastic work and I hope the socialists opposite will realise the error of their ways.",Jonathan Gullis,uk.org.publicwhip/person/25898,2022-07-11,Conservative,True
Employment Agencies and Trade Unions,,"I am not going to waste any of my time responding to the appalling and abhorrent comments by  the hon. Member for Stoke-on-Trent North (Jonathan Gullis) , which were also completely inaccurate and insulting. I want to put on record my opposition to the regulations, and there are three main reasons. First, it is a flagrant attack on employment rights and a purposeful attempt to inflame industrial relations. The Government are only pursuing these measures to continue to impose their decade-long low pay agenda, holding down the pay of key workers below inflation. It is the Government’s low pay approach that is generating industrial action, and this is a draconian attempt to force people into poverty.",Beth Winter,uk.org.publicwhip/person/25826,2022-07-11,Labour,True
Employment Agencies and Trade Unions,,"Does my hon. Friend agree that the easiest and best way to stop strike action is to give workers decent pay and good, decent terms and conditions?",Mary Foy,uk.org.publicwhip/person/25833,2022-07-11,Labour,True
