published_date,newspaper_line,NEGATIVE,POSITIVE
2022-01-30,The Guardian,0,0
2022-01-30,The Independent,0,0
2022-01-30,The Sun,0,0
2022-01-30,The Times and The Sunday Times,0,0
2022-01-31,Daily Mail and Mail on Sunday,0,0
2022-01-31,Daily Mirror,1,0
2022-01-31,Metro,0,0
2022-01-31,The Daily Telegraph,1,0
2022-01-31,The Guardian,0,1
2022-01-31,The Independent,0,0
2022-01-31,The Sun,1,0
2022-01-31,The Times and The Sunday Times,0,0
2022-02-01,Daily Mail and Mail on Sunday,0,0
2022-02-01,Daily Mirror,0,0
2022-02-01,Metro,0,0
2022-02-01,The Daily Telegraph,0,0
2022-02-01,The Guardian,2,0
2022-02-01,The Independent,0,0
2022-02-01,The Sun,0,0
2022-02-01,The Times and The Sunday Times,0,0
2022-02-02,Daily Mail and Mail on Sunday,1,0
2022-02-02,Daily Mirror,0,0
2022-02-02,Metro,0,0
2022-02-02,The Daily Telegraph,1,0
2022-02-02,The Guardian,1,0
2022-02-02,The Independent,0,0
2022-02-02,The Sun,4,0
2022-02-02,The Times and The Sunday Times,1,0
2022-02-03,Daily Mail and Mail on Sunday,0,0
2022-02-03,Daily Mirror,0,0
2022-02-03,Metro,0,0
2022-02-03,The Daily Telegraph,0,0
2022-02-03,The Guardian,0,0
2022-02-03,The Independent,0,0
2022-02-03,The Sun,0,0
2022-02-03,The Times and The Sunday Times,0,0
2022-02-04,Daily Mail and Mail on Sunday,0,0
2022-02-04,Daily Mirror,0,0
2022-02-04,Metro,0,0
2022-02-04,The Daily Telegraph,0,0
2022-02-04,The Guardian,2,0
2022-02-04,The Independent,0,0
2022-02-04,The Sun,0,0
2022-02-04,The Times and The Sunday Times,0,0
2022-02-05,Daily Mail and Mail on Sunday,0,0
2022-02-05,Daily Mirror,0,0
2022-02-05,Metro,0,0
2022-02-05,The Daily Telegraph,0,0
2022-02-05,The Guardian,0,0
2022-02-05,The Independent,0,0
2022-02-05,The Sun,0,0
2022-02-05,The Times and The Sunday Times,0,1
2022-02-06,Daily Mail and Mail on Sunday,0,0
2022-02-06,Daily Mirror,0,0
2022-02-06,Metro,0,0
2022-02-06,The Daily Telegraph,0,0
2022-02-06,The Guardian,0,0
2022-02-06,The Independent,0,0
2022-02-06,The Sun,0,0
2022-02-06,The Times and The Sunday Times,0,2
2022-02-07,Daily Mail and Mail on Sunday,0,0
2022-02-07,Daily Mirror,0,0
2022-02-07,Metro,0,0
2022-02-07,The Daily Telegraph,0,0
2022-02-07,The Guardian,0,0
2022-02-07,The Independent,0,0
2022-02-07,The Sun,0,0
2022-02-07,The Times and The Sunday Times,0,0
2022-02-08,Daily Mail and Mail on Sunday,0,0
2022-02-08,Daily Mirror,0,0
2022-02-08,Metro,0,0
2022-02-08,The Daily Telegraph,0,0
2022-02-08,The Guardian,0,0
2022-02-08,The Independent,0,0
2022-02-08,The Sun,0,1
2022-02-08,The Times and The Sunday Times,0,0
2022-02-09,Daily Mail and Mail on Sunday,0,0
2022-02-09,Daily Mirror,0,0
2022-02-09,Metro,0,0
2022-02-09,The Daily Telegraph,0,0
2022-02-09,The Guardian,0,0
2022-02-09,The Independent,0,0
2022-02-09,The Sun,0,0
2022-02-09,The Times and The Sunday Times,0,0
2022-02-10,Daily Mail and Mail on Sunday,1,0
2022-02-10,Daily Mirror,0,0
2022-02-10,Metro,0,0
2022-02-10,The Daily Telegraph,1,0
2022-02-10,The Guardian,2,0
2022-02-10,The Independent,1,0
2022-02-10,The Sun,0,0
2022-02-10,The Times and The Sunday Times,1,0
2022-02-11,Daily Mail and Mail on Sunday,0,0
2022-02-11,Daily Mirror,0,0
2022-02-11,Metro,0,0
2022-02-11,The Daily Telegraph,0,0
2022-02-11,The Guardian,1,0
2022-02-11,The Independent,0,0
2022-02-11,The Sun,0,0
2022-02-11,The Times and The Sunday Times,1,0
2022-02-12,Daily Mail and Mail on Sunday,0,0
2022-02-12,Daily Mirror,0,0
2022-02-12,Metro,0,0
2022-02-12,The Daily Telegraph,0,0
2022-02-12,The Guardian,2,0
2022-02-12,The Independent,0,0
2022-02-12,The Sun,0,0
2022-02-12,The Times and The Sunday Times,0,0
2022-02-13,Daily Mail and Mail on Sunday,0,0
2022-02-13,Daily Mirror,2,1
2022-02-13,Metro,0,0
2022-02-13,The Daily Telegraph,0,0
2022-02-13,The Guardian,0,1
2022-02-13,The Independent,0,0
2022-02-13,The Sun,0,0
2022-02-13,The Times and The Sunday Times,0,0
2022-02-14,Daily Mail and Mail on Sunday,0,0
2022-02-14,Daily Mirror,0,0
2022-02-14,Metro,1,0
2022-02-14,The Daily Telegraph,1,0
2022-02-14,The Guardian,3,0
2022-02-14,The Independent,0,0
2022-02-14,The Sun,1,0
2022-02-14,The Times and The Sunday Times,1,0
2022-02-15,Daily Mail and Mail on Sunday,0,0
2022-02-15,Daily Mirror,0,0
2022-02-15,Metro,0,0
2022-02-15,The Daily Telegraph,1,0
2022-02-15,The Guardian,0,0
2022-02-15,The Independent,0,0
2022-02-15,The Sun,1,0
2022-02-15,The Times and The Sunday Times,1,0
2022-02-16,Daily Mail and Mail on Sunday,0,0
2022-02-16,Daily Mirror,0,0
2022-02-16,Metro,0,0
2022-02-16,The Daily Telegraph,2,0
2022-02-16,The Guardian,0,1
2022-02-16,The Independent,0,0
2022-02-16,The Sun,0,0
2022-02-16,The Times and The Sunday Times,1,1
2022-02-17,Daily Mail and Mail on Sunday,0,1
2022-02-17,Daily Mirror,0,0
2022-02-17,Metro,0,0
2022-02-17,The Daily Telegraph,0,0
2022-02-17,The Guardian,1,0
2022-02-17,The Independent,0,1
2022-02-17,The Sun,0,0
2022-02-17,The Times and The Sunday Times,0,0
2022-02-18,Daily Mail and Mail on Sunday,0,0
2022-02-18,Daily Mirror,0,0
2022-02-18,Metro,0,0
2022-02-18,The Daily Telegraph,0,0
2022-02-18,The Guardian,0,0
2022-02-18,The Independent,0,0
2022-02-18,The Sun,1,0
2022-02-18,The Times and The Sunday Times,0,1
2022-02-19,Daily Mail and Mail on Sunday,0,0
2022-02-19,Daily Mirror,0,0
2022-02-19,Metro,0,0
2022-02-19,The Daily Telegraph,0,0
2022-02-19,The Guardian,0,0
2022-02-19,The Independent,3,0
2022-02-19,The Sun,0,0
2022-02-19,The Times and The Sunday Times,0,0
2022-02-20,Daily Mail and Mail on Sunday,0,0
2022-02-20,Daily Mirror,0,0
2022-02-20,Metro,0,0
2022-02-20,The Daily Telegraph,0,0
2022-02-20,The Guardian,0,0
2022-02-20,The Independent,1,1
2022-02-20,The Sun,0,0
2022-02-20,The Times and The Sunday Times,1,1
2022-02-21,Daily Mail and Mail on Sunday,0,1
2022-02-21,Daily Mirror,0,0
2022-02-21,Metro,1,0
2022-02-21,The Daily Telegraph,1,0
2022-02-21,The Guardian,0,1
2022-02-21,The Independent,0,0
2022-02-21,The Sun,0,0
2022-02-21,The Times and The Sunday Times,1,0
2022-02-22,Daily Mail and Mail on Sunday,0,0
2022-02-22,Daily Mirror,0,0
2022-02-22,Metro,0,0
2022-02-22,The Daily Telegraph,0,1
2022-02-22,The Guardian,1,0
2022-02-22,The Independent,1,0
2022-02-22,The Sun,0,0
2022-02-22,The Times and The Sunday Times,0,0
2022-02-23,Daily Mail and Mail on Sunday,0,0
2022-02-23,Daily Mirror,0,0
2022-02-23,Metro,0,0
2022-02-23,The Daily Telegraph,0,0
2022-02-23,The Guardian,0,0
2022-02-23,The Independent,1,0
2022-02-23,The Sun,0,0
2022-02-23,The Times and The Sunday Times,0,0
2022-02-24,Daily Mail and Mail on Sunday,1,0
2022-02-24,Daily Mirror,0,0
2022-02-24,Metro,0,0
2022-02-24,The Daily Telegraph,1,0
2022-02-24,The Guardian,0,0
2022-02-24,The Independent,12,8
2022-02-24,The Sun,0,0
2022-02-24,The Times and The Sunday Times,2,1
2022-02-25,Daily Mail and Mail on Sunday,0,0
2022-02-25,Daily Mirror,0,0
2022-02-25,Metro,0,0
2022-02-25,The Daily Telegraph,1,0
2022-02-25,The Guardian,0,2
2022-02-25,The Independent,8,9
2022-02-25,The Sun,0,0
2022-02-25,The Times and The Sunday Times,0,0
2022-02-26,Daily Mail and Mail on Sunday,0,0
2022-02-26,Daily Mirror,0,0
2022-02-26,Metro,0,0
2022-02-26,The Daily Telegraph,0,0
2022-02-26,The Guardian,0,0
2022-02-26,The Independent,0,2
2022-02-26,The Sun,0,0
2022-02-26,The Times and The Sunday Times,0,1
2022-02-27,Daily Mail and Mail on Sunday,0,0
2022-02-27,Daily Mirror,0,0
2022-02-27,Metro,0,0
2022-02-27,The Daily Telegraph,0,0
2022-02-27,The Guardian,0,0
2022-02-27,The Independent,1,0
2022-02-27,The Sun,1,0
2022-02-27,The Times and The Sunday Times,0,0
2022-02-28,Daily Mail and Mail on Sunday,0,0
2022-02-28,Daily Mirror,0,0
2022-02-28,Metro,0,0
2022-02-28,The Daily Telegraph,1,0
2022-02-28,The Guardian,1,0
2022-02-28,The Independent,7,2
2022-02-28,The Sun,0,0
2022-02-28,The Times and The Sunday Times,0,0
2022-03-01,Daily Mail and Mail on Sunday,0,0
2022-03-01,Daily Mirror,0,0
2022-03-01,Metro,0,0
2022-03-01,The Daily Telegraph,0,0
2022-03-01,The Guardian,1,2
2022-03-01,The Independent,7,5
2022-03-01,The Sun,0,0
2022-03-01,The Times and The Sunday Times,0,0
2022-03-02,Daily Mail and Mail on Sunday,1,0
2022-03-02,Daily Mirror,0,0
2022-03-02,Metro,1,0
2022-03-02,The Daily Telegraph,2,1
2022-03-02,The Guardian,3,0
2022-03-02,The Independent,6,7
2022-03-02,The Sun,0,0
2022-03-02,The Times and The Sunday Times,0,0
2022-03-03,Daily Mail and Mail on Sunday,2,0
2022-03-03,Daily Mirror,0,0
2022-03-03,Metro,0,0
2022-03-03,The Daily Telegraph,1,0
2022-03-03,The Guardian,2,0
2022-03-03,The Independent,2,4
2022-03-03,The Sun,0,0
2022-03-03,The Times and The Sunday Times,0,0
2022-03-04,Daily Mail and Mail on Sunday,2,0
2022-03-04,Daily Mirror,0,0
2022-03-04,Metro,1,0
2022-03-04,The Daily Telegraph,1,1
2022-03-04,The Guardian,2,1
2022-03-04,The Independent,5,5
2022-03-04,The Sun,0,0
2022-03-04,The Times and The Sunday Times,1,0
2022-03-05,Daily Mail and Mail on Sunday,0,0
2022-03-05,Daily Mirror,0,0
2022-03-05,Metro,0,0
2022-03-05,The Daily Telegraph,1,0
2022-03-05,The Guardian,0,0
2022-03-05,The Independent,3,1
2022-03-05,The Sun,0,0
2022-03-05,The Times and The Sunday Times,2,0
2022-03-06,Daily Mail and Mail on Sunday,0,0
2022-03-06,Daily Mirror,0,0
2022-03-06,Metro,0,0
2022-03-06,The Daily Telegraph,0,0
2022-03-06,The Guardian,0,0
2022-03-06,The Independent,0,0
2022-03-06,The Sun,0,0
2022-03-06,The Times and The Sunday Times,0,1
2022-03-07,Daily Mail and Mail on Sunday,1,0
2022-03-07,Daily Mirror,0,0
2022-03-07,Metro,0,0
2022-03-07,The Daily Telegraph,0,0
2022-03-07,The Guardian,1,1
2022-03-07,The Independent,0,3
2022-03-07,The Sun,0,0
2022-03-07,The Times and The Sunday Times,0,2
2022-03-08,Daily Mail and Mail on Sunday,0,0
2022-03-08,Daily Mirror,0,0
2022-03-08,Metro,0,0
2022-03-08,The Daily Telegraph,0,0
2022-03-08,The Guardian,0,0
2022-03-08,The Independent,1,2
2022-03-08,The Sun,0,0
2022-03-08,The Times and The Sunday Times,0,0
2022-03-09,Daily Mail and Mail on Sunday,0,0
2022-03-09,Daily Mirror,0,0
2022-03-09,Metro,0,0
2022-03-09,The Daily Telegraph,0,0
2022-03-09,The Guardian,0,1
2022-03-09,The Independent,2,2
2022-03-09,The Sun,0,0
2022-03-09,The Times and The Sunday Times,0,0
2022-03-10,Daily Mail and Mail on Sunday,0,0
2022-03-10,Daily Mirror,0,0
2022-03-10,Metro,1,0
2022-03-10,The Daily Telegraph,0,0
2022-03-10,The Guardian,0,1
2022-03-10,The Independent,5,4
2022-03-10,The Sun,0,0
2022-03-10,The Times and The Sunday Times,1,0
2022-03-11,Daily Mail and Mail on Sunday,0,0
2022-03-11,Daily Mirror,0,0
2022-03-11,Metro,0,0
2022-03-11,The Daily Telegraph,0,0
2022-03-11,The Guardian,0,1
2022-03-11,The Independent,3,2
2022-03-11,The Sun,0,0
2022-03-11,The Times and The Sunday Times,0,0
2022-03-12,Daily Mail and Mail on Sunday,0,0
2022-03-12,Daily Mirror,0,0
2022-03-12,Metro,0,0
2022-03-12,The Daily Telegraph,0,0
2022-03-12,The Guardian,0,0
2022-03-12,The Independent,2,3
2022-03-12,The Sun,0,0
2022-03-12,The Times and The Sunday Times,0,0
2022-03-13,Daily Mail and Mail on Sunday,0,0
2022-03-13,Daily Mirror,0,0
2022-03-13,Metro,0,0
2022-03-13,The Daily Telegraph,0,0
2022-03-13,The Guardian,0,0
2022-03-13,The Independent,1,0
2022-03-13,The Sun,0,0
2022-03-13,The Times and The Sunday Times,0,3
2022-03-14,Daily Mail and Mail on Sunday,1,1
2022-03-14,Daily Mirror,0,0
2022-03-14,Metro,1,0
2022-03-14,The Daily Telegraph,1,0
2022-03-14,The Guardian,0,1
2022-03-14,The Independent,1,4
2022-03-14,The Sun,0,0
2022-03-14,The Times and The Sunday Times,0,0
2022-03-15,Daily Mail and Mail on Sunday,0,0
2022-03-15,Daily Mirror,0,0
2022-03-15,Metro,0,0
2022-03-15,The Daily Telegraph,0,0
2022-03-15,The Guardian,0,0
2022-03-15,The Independent,1,6
2022-03-15,The Sun,0,0
2022-03-15,The Times and The Sunday Times,0,0
2022-03-16,Daily Mail and Mail on Sunday,1,0
2022-03-16,Daily Mirror,0,0
2022-03-16,Metro,0,0
2022-03-16,The Daily Telegraph,0,0
2022-03-16,The Guardian,1,2
2022-03-16,The Independent,1,12
2022-03-16,The Sun,0,0
2022-03-16,The Times and The Sunday Times,1,0
2022-03-17,Daily Mail and Mail on Sunday,0,0
2022-03-17,Daily Mirror,0,0
2022-03-17,Metro,0,0
2022-03-17,The Daily Telegraph,0,0
2022-03-17,The Guardian,1,0
2022-03-17,The Independent,1,6
2022-03-17,The Sun,0,0
2022-03-17,The Times and The Sunday Times,0,0
2022-03-18,Daily Mail and Mail on Sunday,0,2
2022-03-18,Daily Mirror,1,0
2022-03-18,Metro,0,0
2022-03-18,The Daily Telegraph,2,0
2022-03-18,The Guardian,0,2
2022-03-18,The Independent,6,1
2022-03-18,The Sun,0,0
2022-03-18,The Times and The Sunday Times,2,0
2022-03-19,Daily Mail and Mail on Sunday,2,1
2022-03-19,Daily Mirror,0,0
2022-03-19,Metro,0,0
2022-03-19,The Daily Telegraph,2,1
2022-03-19,The Guardian,0,0
2022-03-19,The Independent,0,5
2022-03-19,The Sun,0,0
2022-03-19,The Times and The Sunday Times,1,0
2022-03-20,Daily Mail and Mail on Sunday,0,0
2022-03-20,Daily Mirror,0,0
2022-03-20,Metro,0,0
2022-03-20,The Daily Telegraph,0,0
2022-03-20,The Guardian,0,0
2022-03-20,The Independent,1,1
2022-03-20,The Sun,0,0
2022-03-20,The Times and The Sunday Times,1,1
2022-03-21,Daily Mail and Mail on Sunday,0,0
2022-03-21,Daily Mirror,0,0
2022-03-21,Metro,1,0
2022-03-21,The Daily Telegraph,0,0
2022-03-21,The Guardian,0,2
2022-03-21,The Independent,4,5
2022-03-21,The Sun,0,0
2022-03-21,The Times and The Sunday Times,0,0
2022-03-22,Daily Mail and Mail on Sunday,1,0
2022-03-22,Daily Mirror,2,0
2022-03-22,Metro,0,0
2022-03-22,The Daily Telegraph,0,0
2022-03-22,The Guardian,0,0
2022-03-22,The Independent,0,0
2022-03-22,The Sun,0,0
2022-03-22,The Times and The Sunday Times,0,0
2022-03-23,Daily Mail and Mail on Sunday,0,0
2022-03-23,Daily Mirror,0,0
2022-03-23,Metro,0,0
2022-03-23,The Daily Telegraph,0,0
2022-03-23,The Guardian,0,0
2022-03-23,The Independent,0,1
2022-03-23,The Sun,0,0
2022-03-23,The Times and The Sunday Times,0,0
2022-03-24,Daily Mail and Mail on Sunday,0,1
2022-03-24,Daily Mirror,0,0
2022-03-24,Metro,0,0
2022-03-24,The Daily Telegraph,0,0
2022-03-24,The Guardian,0,0
2022-03-24,The Independent,1,1
2022-03-24,The Sun,0,0
2022-03-24,The Times and The Sunday Times,0,0
2022-03-25,Daily Mail and Mail on Sunday,0,0
2022-03-25,Daily Mirror,0,0
2022-03-25,Metro,0,0
2022-03-25,The Daily Telegraph,0,0
2022-03-25,The Guardian,0,1
2022-03-25,The Independent,0,1
2022-03-25,The Sun,1,0
2022-03-25,The Times and The Sunday Times,0,0
2022-03-26,Daily Mail and Mail on Sunday,0,0
2022-03-26,Daily Mirror,0,0
2022-03-26,Metro,0,0
2022-03-26,The Daily Telegraph,0,0
2022-03-26,The Guardian,0,0
2022-03-26,The Independent,0,1
2022-03-26,The Sun,0,0
2022-03-26,The Times and The Sunday Times,1,0
2022-03-27,Daily Mail and Mail on Sunday,0,0
2022-03-27,Daily Mirror,0,0
2022-03-27,Metro,0,0
2022-03-27,The Daily Telegraph,0,0
2022-03-27,The Guardian,0,1
2022-03-27,The Independent,0,1
2022-03-27,The Sun,0,0
2022-03-27,The Times and The Sunday Times,0,0
2022-03-28,Daily Mail and Mail on Sunday,0,1
2022-03-28,Daily Mirror,0,0
2022-03-28,Metro,0,0
2022-03-28,The Daily Telegraph,0,0
2022-03-28,The Guardian,1,0
2022-03-28,The Independent,0,1
2022-03-28,The Sun,0,0
2022-03-28,The Times and The Sunday Times,0,0
2022-03-29,Daily Mail and Mail on Sunday,0,0
2022-03-29,Daily Mirror,0,0
2022-03-29,Metro,0,0
2022-03-29,The Daily Telegraph,0,0
2022-03-29,The Guardian,0,0
2022-03-29,The Independent,0,1
2022-03-29,The Sun,0,0
2022-03-29,The Times and The Sunday Times,0,0
2022-03-30,Daily Mail and Mail on Sunday,0,0
2022-03-30,Daily Mirror,0,0
2022-03-30,Metro,0,0
2022-03-30,The Daily Telegraph,0,0
2022-03-30,The Guardian,0,0
2022-03-30,The Independent,2,6
2022-03-30,The Sun,0,0
2022-03-30,The Times and The Sunday Times,0,0
2022-03-31,Daily Mail and Mail on Sunday,1,0
2022-03-31,Daily Mirror,1,0
2022-03-31,Metro,0,0
2022-03-31,The Daily Telegraph,0,0
2022-03-31,The Guardian,2,0
2022-03-31,The Independent,3,4
2022-03-31,The Sun,0,0
2022-03-31,The Times and The Sunday Times,0,0
2022-04-01,Daily Mail and Mail on Sunday,0,0
2022-04-01,Daily Mirror,0,0
2022-04-01,Metro,0,0
2022-04-01,The Daily Telegraph,0,0
2022-04-01,The Guardian,0,1
2022-04-01,The Independent,1,0
2022-04-01,The Sun,0,0
2022-04-01,The Times and The Sunday Times,0,0
2022-04-02,Daily Mail and Mail on Sunday,0,0
2022-04-02,Daily Mirror,0,0
2022-04-02,Metro,0,0
2022-04-02,The Daily Telegraph,1,0
2022-04-02,The Guardian,0,1
2022-04-02,The Independent,0,1
2022-04-02,The Sun,2,0
2022-04-02,The Times and The Sunday Times,0,0
2022-04-03,Daily Mail and Mail on Sunday,0,0
2022-04-03,Daily Mirror,0,1
2022-04-03,Metro,0,0
2022-04-03,The Daily Telegraph,0,0
2022-04-03,The Guardian,0,0
2022-04-03,The Independent,0,1
2022-04-03,The Sun,0,0
2022-04-03,The Times and The Sunday Times,0,0
2022-04-04,Daily Mail and Mail on Sunday,1,0
2022-04-04,Daily Mirror,0,0
2022-04-04,Metro,0,0
2022-04-04,The Daily Telegraph,0,0
2022-04-04,The Guardian,0,0
2022-04-04,The Independent,0,0
2022-04-04,The Sun,0,0
2022-04-04,The Times and The Sunday Times,0,0
2022-04-05,Daily Mail and Mail on Sunday,0,0
2022-04-05,Daily Mirror,0,0
2022-04-05,Metro,0,0
2022-04-05,The Daily Telegraph,0,0
2022-04-05,The Guardian,0,0
2022-04-05,The Independent,1,1
2022-04-05,The Sun,0,0
2022-04-05,The Times and The Sunday Times,0,0
2022-04-06,Daily Mail and Mail on Sunday,0,0
2022-04-06,Daily Mirror,1,0
2022-04-06,Metro,0,0
2022-04-06,The Daily Telegraph,0,0
2022-04-06,The Guardian,0,0
2022-04-06,The Independent,1,2
2022-04-06,The Sun,0,0
2022-04-06,The Times and The Sunday Times,0,0
2022-04-07,Daily Mail and Mail on Sunday,0,0
2022-04-07,Daily Mirror,0,0
2022-04-07,Metro,0,0
2022-04-07,The Daily Telegraph,0,0
2022-04-07,The Guardian,0,0
2022-04-07,The Independent,0,2
2022-04-07,The Sun,0,0
2022-04-07,The Times and The Sunday Times,0,0
2022-04-08,Daily Mail and Mail on Sunday,0,1
2022-04-08,Daily Mirror,1,2
2022-04-08,Metro,0,1
2022-04-08,The Daily Telegraph,1,0
2022-04-08,The Guardian,0,2
2022-04-08,The Independent,1,3
2022-04-08,The Sun,0,0
2022-04-08,The Times and The Sunday Times,4,0
2022-04-09,Daily Mail and Mail on Sunday,0,0
2022-04-09,Daily Mirror,0,0
2022-04-09,Metro,0,0
2022-04-09,The Daily Telegraph,1,0
2022-04-09,The Guardian,0,0
2022-04-09,The Independent,0,1
2022-04-09,The Sun,0,0
2022-04-09,The Times and The Sunday Times,0,0
2022-04-10,Daily Mail and Mail on Sunday,0,0
2022-04-10,Daily Mirror,0,0
2022-04-10,Metro,0,0
2022-04-10,The Daily Telegraph,0,0
2022-04-10,The Guardian,0,0
2022-04-10,The Independent,0,0
2022-04-10,The Sun,0,0
2022-04-10,The Times and The Sunday Times,0,0
2022-04-11,Daily Mail and Mail on Sunday,1,1
2022-04-11,Daily Mirror,1,0
2022-04-11,Metro,0,0
2022-04-11,The Daily Telegraph,0,0
2022-04-11,The Guardian,0,1
2022-04-11,The Independent,2,1
2022-04-11,The Sun,0,0
2022-04-11,The Times and The Sunday Times,1,1
2022-04-12,Daily Mail and Mail on Sunday,0,1
2022-04-12,Daily Mirror,1,0
2022-04-12,Metro,0,0
2022-04-12,The Daily Telegraph,0,0
2022-04-12,The Guardian,0,0
2022-04-12,The Independent,0,0
2022-04-12,The Sun,1,1
2022-04-12,The Times and The Sunday Times,1,0
2022-04-13,Daily Mail and Mail on Sunday,1,0
2022-04-13,Daily Mirror,2,3
2022-04-13,Metro,0,0
2022-04-13,The Daily Telegraph,1,0
2022-04-13,The Guardian,2,1
2022-04-13,The Independent,1,2
2022-04-13,The Sun,0,0
2022-04-13,The Times and The Sunday Times,1,1
2022-04-14,Daily Mail and Mail on Sunday,0,0
2022-04-14,Daily Mirror,0,0
2022-04-14,Metro,0,0
2022-04-14,The Daily Telegraph,2,0
2022-04-14,The Guardian,0,0
2022-04-14,The Independent,1,0
2022-04-14,The Sun,0,0
2022-04-14,The Times and The Sunday Times,0,0
2022-04-15,Daily Mail and Mail on Sunday,0,0
2022-04-15,Daily Mirror,0,0
2022-04-15,Metro,0,0
2022-04-15,The Daily Telegraph,0,0
2022-04-15,The Guardian,2,2
2022-04-15,The Independent,0,1
2022-04-15,The Sun,0,0
2022-04-15,The Times and The Sunday Times,1,0
2022-04-16,Daily Mail and Mail on Sunday,0,0
2022-04-16,Daily Mirror,2,1
2022-04-16,Metro,0,0
2022-04-16,The Daily Telegraph,0,0
2022-04-16,The Guardian,0,1
2022-04-16,The Independent,0,1
2022-04-16,The Sun,0,0
2022-04-16,The Times and The Sunday Times,0,0
2022-04-17,Daily Mail and Mail on Sunday,0,0
2022-04-17,Daily Mirror,0,0
2022-04-17,Metro,0,0
2022-04-17,The Daily Telegraph,0,0
2022-04-17,The Guardian,1,0
2022-04-17,The Independent,1,1
2022-04-17,The Sun,0,0
2022-04-17,The Times and The Sunday Times,0,1
2022-04-18,Daily Mail and Mail on Sunday,0,0
2022-04-18,Daily Mirror,0,0
2022-04-18,Metro,0,0
2022-04-18,The Daily Telegraph,0,0
2022-04-18,The Guardian,1,0
2022-04-18,The Independent,1,0
2022-04-18,The Sun,0,0
2022-04-18,The Times and The Sunday Times,0,0
2022-04-19,Daily Mail and Mail on Sunday,0,1
2022-04-19,Daily Mirror,0,0
2022-04-19,Metro,0,0
2022-04-19,The Daily Telegraph,0,0
2022-04-19,The Guardian,0,0
2022-04-19,The Independent,0,1
2022-04-19,The Sun,0,0
2022-04-19,The Times and The Sunday Times,1,0
2022-04-20,Daily Mail and Mail on Sunday,0,2
2022-04-20,Daily Mirror,0,0
2022-04-20,Metro,0,0
2022-04-20,The Daily Telegraph,0,1
2022-04-20,The Guardian,1,0
2022-04-20,The Independent,2,0
2022-04-20,The Sun,0,1
2022-04-20,The Times and The Sunday Times,0,0
2022-04-21,Daily Mail and Mail on Sunday,1,0
2022-04-21,Daily Mirror,1,0
2022-04-21,Metro,0,0
2022-04-21,The Daily Telegraph,1,0
2022-04-21,The Guardian,1,0
2022-04-21,The Independent,0,2
2022-04-21,The Sun,2,0
2022-04-21,The Times and The Sunday Times,1,0
2022-04-22,Daily Mail and Mail on Sunday,0,0
2022-04-22,Daily Mirror,0,0
2022-04-22,Metro,0,0
2022-04-22,The Daily Telegraph,0,0
2022-04-22,The Guardian,0,0
2022-04-22,The Independent,0,0
2022-04-22,The Sun,0,0
2022-04-22,The Times and The Sunday Times,1,0
2022-04-23,Daily Mail and Mail on Sunday,0,0
2022-04-23,Daily Mirror,1,0
2022-04-23,Metro,0,0
2022-04-23,The Daily Telegraph,0,0
2022-04-23,The Guardian,0,0
2022-04-23,The Independent,1,0
2022-04-23,The Sun,0,0
2022-04-23,The Times and The Sunday Times,0,0
2022-04-24,Daily Mail and Mail on Sunday,0,0
2022-04-24,Daily Mirror,0,0
2022-04-24,Metro,0,0
2022-04-24,The Daily Telegraph,0,0
2022-04-24,The Guardian,0,0
2022-04-24,The Independent,0,2
2022-04-24,The Sun,0,0
2022-04-24,The Times and The Sunday Times,0,0
2022-04-25,Daily Mail and Mail on Sunday,0,0
2022-04-25,Daily Mirror,0,0
2022-04-25,Metro,0,0
2022-04-25,The Daily Telegraph,1,1
2022-04-25,The Guardian,0,0
2022-04-25,The Independent,2,2
2022-04-25,The Sun,0,0
2022-04-25,The Times and The Sunday Times,0,0
2022-04-26,Daily Mail and Mail on Sunday,0,0
2022-04-26,Daily Mirror,1,0
2022-04-26,Metro,0,0
2022-04-26,The Daily Telegraph,0,0
2022-04-26,The Guardian,2,0
2022-04-26,The Independent,1,5
2022-04-26,The Sun,0,0
2022-04-26,The Times and The Sunday Times,0,0
2022-04-27,Daily Mail and Mail on Sunday,1,0
2022-04-27,Daily Mirror,0,0
2022-04-27,Metro,0,0
2022-04-27,The Daily Telegraph,0,0
2022-04-27,The Guardian,1,1
2022-04-27,The Independent,5,2
2022-04-27,The Sun,0,0
2022-04-27,The Times and The Sunday Times,0,0
2022-04-28,Daily Mail and Mail on Sunday,0,0
2022-04-28,Daily Mirror,0,0
2022-04-28,Metro,0,0
2022-04-28,The Daily Telegraph,1,0
2022-04-28,The Guardian,0,1
2022-04-28,The Independent,2,2
2022-04-28,The Sun,0,0
2022-04-28,The Times and The Sunday Times,0,0
2022-04-29,Daily Mail and Mail on Sunday,0,0
2022-04-29,Daily Mirror,0,0
2022-04-29,Metro,0,0
2022-04-29,The Daily Telegraph,0,0
2022-04-29,The Guardian,0,0
2022-04-29,The Independent,1,1
2022-04-29,The Sun,0,0
2022-04-29,The Times and The Sunday Times,2,0
2022-04-30,Daily Mail and Mail on Sunday,0,0
2022-04-30,Daily Mirror,0,0
2022-04-30,Metro,0,0
2022-04-30,The Daily Telegraph,0,0
2022-04-30,The Guardian,1,0
2022-04-30,The Independent,1,1
2022-04-30,The Sun,0,0
2022-04-30,The Times and The Sunday Times,1,1
2022-05-01,Daily Mail and Mail on Sunday,0,1
